Open Time,Open,High,Low,Close,Volume
2024-10-01 00:00:00,63327.60000000,63510.20000000,63324.00000000,63347.99000000,123.47083000
2024-10-01 00:03:00,63348.00000000,63384.88000000,63280.70000000,63318.24000000,102.44160000
2024-10-01 00:06:00,63318.24000000,63397.68000000,63318.23000000,63348.85000000,22.75538000
2024-10-01 00:09:00,63348.85000000,63372.10000000,63250.00000000,63256.00000000,115.05556000
2024-10-01 00:12:00,63255.99000000,63256.00000000,63166.84000000,63207.82000000,126.00772000
2024-10-01 00:15:00,63207.83000000,63207.83000000,63094.00000000,63194.63000000,71.26322000
2024-10-01 00:18:00,63194.64000000,63194.64000000,63071.42000000,63075.01000000,50.40884000
2024-10-01 00:21:00,63075.01000000,63102.00000000,63006.70000000,63092.00000000,91.09718000
2024-10-01 00:24:00,63092.01000000,63374.00000000,63070.77000000,63323.99000000,140.38725000
2024-10-01 00:27:00,63323.99000000,63355.86000000,63273.88000000,63350.04000000,53.18262000
2024-10-01 00:30:00,63350.03000000,63426.85000000,63340.31000000,63356.00000000,58.54373000
2024-10-01 00:33:00,63356.01000000,63370.39000000,63255.03000000,63296.00000000,26.48982000
2024-10-01 00:36:00,63296.00000000,63360.00000000,63274.00000000,63326.01000000,40.80007000
2024-10-01 00:39:00,63326.02000000,63392.00000000,63290.00000000,63372.00000000,27.56079000
2024-10-01 00:42:00,63372.01000000,63417.02000000,63340.01000000,63416.00000000,21.70981000
2024-10-01 00:45:00,63416.00000000,63472.06000000,63408.00000000,63440.00000000,47.65925000
2024-10-01 00:48:00,63440.00000000,63606.00000000,63439.99000000,63601.58000000,67.31170000
2024-10-01 00:51:00,63601.58000000,63601.58000000,63496.64000000,63496.64000000,94.63353000
2024-10-01 00:54:00,63496.64000000,63590.63000000,63488.00000000,63573.99000000,24.84383000
2024-10-01 00:57:00,63574.00000000,63586.00000000,63510.00000000,63531.99000000,31.31062000
2024-10-01 01:00:00,63532.00000000,63549.99000000,63477.00000000,63511.92000000,49.40217000
2024-10-01 01:03:00,63511.92000000,63620.00000000,63504.00000000,63567.97000000,56.40666000
2024-10-01 01:06:00,63567.97000000,63639.86000000,63567.97000000,63590.00000000,51.04890000
2024-10-01 01:09:00,63590.00000000,63631.98000000,63559.91000000,63623.90000000,22.33262000
2024-10-01 01:12:00,63623.90000000,63633.78000000,63370.01000000,63506.25000000,242.78165000
