Open Time,Open,High,Low,Close,Volume
2024-05-01 00:00:00,60672.01000000,60841.63000000,60380.57000000,60425.57000000,766.58906000
2024-05-01 00:30:00,60425.57000000,60425.57000000,60078.52000000,60240.57000000,921.10499000
2024-05-01 01:00:00,60240.58000000,60336.13000000,59850.06000000,60298.11000000,1193.08470000
2024-05-01 01:30:00,60298.11000000,60408.29000000,60023.20000000,60133.78000000,707.85167000
2024-05-01 02:00:00,60133.79000000,60177.68000000,59590.00000000,59742.32000000,1505.21742000
2024-05-01 02:30:00,59742.31000000,59978.00000000,59661.10000000,59927.99000000,591.72820000
2024-05-01 03:00:00,59927.99000000,60121.16000000,59903.17000000,60008.14000000,395.66143000
2024-05-01 03:30:00,60008.13000000,60317.88000000,60000.00000000,60246.03000000,449.23976000
2024-05-01 04:00:00,60246.02000000,60361.09000000,60190.00000000,60208.08000000,478.10083000
2024-05-01 04:30:00,60208.08000000,60333.87000000,60194.00000000,60283.99000000,359.59118000
2024-05-01 05:00:00,60283.99000000,60334.76000000,60002.95000000,60027.78000000,429.64685000
2024-05-01 05:30:00,60027.77000000,60250.00000000,59931.59000000,60050.00000000,461.35789000
2024-05-01 06:00:00,60049.99000000,60113.24000000,59720.45000000,59731.65000000,490.57513000
2024-05-01 06:30:00,59731.65000000,59858.11000000,59500.55000000,59529.94000000,856.53800000
2024-05-01 07:00:00,59529.94000000,59569.23000000,57501.00000000,57993.88000000,7058.37515000
2024-05-01 07:30:00,57993.87000000,58161.10000000,57100.00000000,57499.99000000,5603.43542000
2024-05-01 08:00:00,57500.00000000,57596.63000000,56552.82000000,57019.97000000,7406.22658000
2024-05-01 08:30:00,57019.98000000,57174.11000000,56801.10000000,57169.69000000,3111.11701000
2024-05-01 09:00:00,57169.70000000,57653.34000000,57042.00000000,57422.31000000,2192.67596000
2024-05-01 09:30:00,57422.31000000,57473.94000000,57115.61000000,57115.61000000,1319.01542000
2024-05-01 10:00:00,57115.61000000,57525.71000000,56888.00000000,57438.81000000,1696.60601000
2024-05-01 10:30:00,57438.81000000,57770.00000000,57333.00000000,57768.68000000,960.24610000
2024-05-01 11:00:00,57768.68000000,57863.00000000,57500.55000000,57582.00000000,1098.25482000
2024-05-01 11:30:00,57581.99000000,57909.00000000,57455.58000000,57898.47000000,822.41950000
2024-05-01 12:00:00,57898.46000000,58250.00000000,57729.89000000,58061.08000000,1793.96462000
2024-05-01 12:30:00,58061.08000000,58275.87000000,57816.10000000,57969.98000000,1336.93199000
2024-05-01 13:00:00,57969.99000000,57999.06000000,57666.00000000,57703.12000000,891.64062000
2024-05-01 13:30:00,57703.12000000,57761.10000000,57223.29000000,57301.29000000,1811.38588000
2024-05-01 14:00:00,57301.29000000,57550.00000000,57101.10000000,57436.72000000,1553.90305000
2024-05-01 14:30:00,57436.71000000,57586.20000000,57221.99000000,57482.00000000,1037.92551000
2024-05-01 15:00:00,57482.01000000,57511.10000000,56674.51000000,57096.01000000,2240.00634000
2024-05-01 15:30:00,57096.00000000,57149.99000000,56748.42000000,56886.00000000,1020.98978000
2024-05-01 16:00:00,56886.00000000,57430.00000000,56750.10000000,57352.20000000,1567.62215000
2024-05-01 16:30:00,57352.21000000,57456.92000000,56912.00000000,57043.99000000,713.62618000
2024-05-01 17:00:00,57044.00000000,57252.74000000,56625.09000000,57184.74000000,987.77952000
2024-05-01 17:30:00,57184.74000000,57700.86000000,57151.10000000,57424.65000000,1115.90795000
2024-05-01 18:00:00,57424.64000000,58181.90000000,57331.10000000,58003.99000000,3246.17163000
2024-05-01 18:30:00,58003.98000000,59468.00000000,57685.39000000,58913.99000000,5683.31777000
2024-05-01 19:00:00,58913.98000000,59264.16000000,58032.82000000,58060.55000000,3203.12760000
2024-05-01 19:30:00,58060.54000000,58060.55000000,56897.27000000,56954.47000000,3990.27208000
2024-05-01 20:00:00,56954.46000000,57371.93000000,56760.02000000,57359.27000000,1539.92209000
2024-05-01 20:30:00,57359.26000000,57531.10000000,57171.29000000,57361.70000000,815.89031000
2024-05-01 21:00:00,57361.71000000,58158.00000000,57257.99000000,58158.00000000,1024.94514000
2024-05-01 21:30:00,58157.99000000,58203.34000000,57719.55000000,57909.03000000,612.03790000
